record_id,date,day_of_week,warehouse_id,warehouse_name,city,zone,product_id,product_name,category,subcategory,brand,unit_price_inr,cost_price_inr,opening_stock,units_sold,units_returned,return_reason,damaged_units,closing_stock,reorder_level,max_capacity,restock_quantity,availability_status,storage_type,shelf_life_days,expiry_date,supplier_name,delivery_time_mins,customer_rating,revenue_inr,profit_inr
7065,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,189,34,1,Wrong Item Delivered,7,156,37,250,0,In Stock,Dry Storage,730,2028-07-13,Metro Cash Carry,7.3,3.7,952,204
7066,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,63,56,3,Quality Issue,0,10,30,200,0,Low Stock,Dry Storage,730,2028-07-13,Amul Cooperative,6.3,4.4,7560,1288
7067,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,0,0,0,Not Returned,0,0,37,250,0,Out of Stock,Dry Storage,120,2026-11-11,HUL Direct Distribution,14.1,4.6,0,0
7068,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,102,49,1,Wrong Item Delivered,1,54,45,300,0,In Stock,Dry Storage,150,2026-12-11,National FMCG Supplies,10.0,4.4,980,196
7069,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,228,47,0,Not Returned,2,181,45,300,0,In Stock,Dry Storage,120,2026-11-11,ITC Supply Chain,10.3,4.7,13583,1598
7070,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,91,55,1,Not Returned,0,37,45,300,30,Low Stock,Cold Storage,5,2026-07-19,Metro Cash Carry,6.0,3.9,3410,440
7071,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,99,28,3,Not Returned,2,74,15,100,0,In Stock,Dry Storage,730,2028-07-13,Metro Cash Carry,10.8,3.9,2660,476
7072,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,243,26,1,Wrong Item Delivered,2,218,37,250,0,In Stock,Dry Storage,365,2027-07-14,HUL Direct Distribution,10.2,4.9,4290,442
7073,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,18,11,0,Not Returned,0,7,15,100,20,Low Stock,Dry Storage,180,2027-01-10,HUL Direct Distribution,13.6,4.1,1210,198
7074,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,18,4,0,Not Returned,0,14,22,150,80,Low Stock,Cold Storage,6,2026-07-20,Reliance Retail Wholesale,12.6,4.2,220,68
7075,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,3,2,0,Not Returned,0,1,15,100,20,Low Stock,Dry Storage,270,2027-04-10,Local Vendor Network,8.5,4.7,28,6
7076,2026-07-14,Tuesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,58,23,0,Not Returned,0,35,45,300,0,Low Stock,Dry Storage,210,2027-02-09,Metro Cash Carry,15.3,4.5,575,138
7077,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,68,9,0,Not Returned,2,59,22,150,0,In Stock,Dry Storage,270,2027-04-10,Reliance Retail Wholesale,6.0,4.5,126,27
7078,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,86,24,2,Expired Product,1,64,37,250,0,In Stock,Dry Storage,180,2027-01-10,Local Vendor Network,6.0,3.8,2640,432
7079,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,187,68,4,Wrong Item Delivered,1,123,37,250,0,In Stock,Dry Storage,120,2026-11-11,HUL Direct Distribution,12.3,3.6,4420,748
7080,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,208,3,1,Not Returned,2,206,37,250,0,In Stock,Frozen,180,2027-01-10,HUL Direct Distribution,7.7,5.0,630,96
7081,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,54,2,0,Not Returned,2,52,15,100,0,In Stock,Cold Storage,5,2026-07-19,FreshFarm Distributors,10.9,3.6,124,16
7082,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,69,48,2,Damaged Packaging,0,23,37,250,80,Low Stock,Cold Storage,6,2026-07-20,Amul Cooperative,9.5,4.0,2640,816
7083,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,63,56,3,Damaged Packaging,0,10,22,150,0,Low Stock,Cold Storage,15,2026-07-29,Amul Cooperative,12.3,4.9,1960,616
7084,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,40,31,1,Wrong Item Delivered,2,10,45,300,0,Low Stock,Cold Storage,7,2026-07-21,Reliance Retail Wholesale,15.4,4.4,1240,217
7085,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,143,56,5,Damaged Packaging,0,92,37,250,0,In Stock,Cold Storage,10,2026-07-24,ITC Supply Chain,13.4,3.6,2240,784
7086,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,128,58,2,Customer Changed Mind,2,72,22,150,0,In Stock,Dry Storage,365,2027-07-14,Metro Cash Carry,12.7,4.3,13920,2030
7087,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,45,30,0,Not Returned,1,15,15,100,50,Low Stock,Dry Storage,730,2028-07-13,HUL Direct Distribution,13.5,5.0,2850,510
7088,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,1,1,0,Not Returned,0,0,30,200,0,Out of Stock,Dry Storage,150,2026-12-11,Local Vendor Network,6.8,4.1,20,4
7089,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,223,54,4,Damaged Packaging,2,173,45,300,0,In Stock,Frozen,365,2027-07-14,Metro Cash Carry,12.9,3.9,8046,1296
7090,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,194,69,2,Not Returned,1,127,30,200,0,In Stock,Dry Storage,365,2027-07-14,HUL Direct Distribution,6.0,4.7,11385,1173
7091,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,17,8,1,Expired Product,0,10,30,200,20,Low Stock,Dry Storage,730,2028-07-13,Local Vendor Network,11.6,3.7,224,48
7092,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,16,8,1,Damaged Packaging,0,9,22,150,50,Low Stock,Dry Storage,270,2027-04-10,HUL Direct Distribution,6.0,4.9,320,64
7093,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,107,26,0,Not Returned,2,81,22,150,0,In Stock,Dry Storage,210,2027-02-09,Amul Cooperative,7.6,4.5,650,156
7094,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,88,10,1,Not Returned,2,79,45,300,0,In Stock,Dry Storage,730,2028-07-13,Metro Cash Carry,13.7,4.6,550,100
7095,2026-07-14,Tuesday,WH007,Chennai Velachery Dark Store,Chennai,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,52,45,0,Not Returned,1,7,22,150,0,Low Stock,Dry Storage,365,2027-07-14,Metro Cash Carry,7.1,3.8,7875,1035
7096,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,236,61,1,Damaged Packaging,0,176,37,250,0,In Stock,Dry Storage,180,2027-01-10,Local Vendor Network,14.2,4.6,6710,1098
7097,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,28,23,0,Not Returned,0,5,30,200,20,Low Stock,Cold Storage,15,2026-07-29,ITC Supply Chain,9.7,3.8,805,253
7098,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,1,1,0,Not Returned,0,0,37,250,0,Out of Stock,Cold Storage,5,2026-07-19,ITC Supply Chain,6.0,4.5,62,8
7099,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,118,73,1,Damaged Packaging,1,46,45,300,0,In Stock,Frozen,180,2027-01-10,National FMCG Supplies,10.0,4.1,15330,2336
7100,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,175,39,0,Not Returned,1,136,37,250,0,In Stock,Dry Storage,730,2028-07-13,Local Vendor Network,9.8,4.0,3705,663
7101,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,167,51,1,Customer Changed Mind,2,117,37,250,0,In Stock,Dry Storage,730,2028-07-13,HUL Direct Distribution,12.7,4.0,1428,306
7102,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,238,47,3,Customer Changed Mind,1,194,37,250,0,In Stock,Dry Storage,270,2027-04-10,ITC Supply Chain,13.0,3.7,1880,376
7103,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,102,32,0,Not Returned,3,70,37,250,0,In Stock,Dry Storage,120,2026-11-11,HUL Direct Distribution,12.6,3.9,9248,1088
7104,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,11,8,1,Wrong Item Delivered,1,4,37,250,0,Low Stock,Frozen,365,2027-07-14,FreshFarm Distributors,10.3,4.9,1192,192
7105,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,175,17,0,Not Returned,3,158,45,300,0,In Stock,Dry Storage,240,2027-03-11,ITC Supply Chain,10.6,4.1,850,153
7106,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,84,41,2,Expired Product,0,45,30,200,0,In Stock,Dry Storage,365,2027-07-14,National FMCG Supplies,12.0,4.6,7175,943
7107,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,93,7,0,Not Returned,1,86,37,250,0,In Stock,Cold Storage,7,2026-07-21,Amul Cooperative,9.9,3.9,280,49
7108,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,275,66,4,Customer Changed Mind,1,213,45,300,0,In Stock,Dry Storage,365,2027-07-14,Metro Cash Carry,9.0,4.7,10890,1122
7109,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,285,64,4,Customer Changed Mind,3,225,45,300,0,In Stock,Dry Storage,730,2028-07-13,Metro Cash Carry,8.8,4.2,8640,1472
7110,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,92,38,0,Not Returned,1,54,37,250,0,In Stock,Dry Storage,270,2027-04-10,Amul Cooperative,8.8,4.9,532,114
7111,2026-07-14,Tuesday,WH008,Kolkata Salt Lake Dark Store,Kolkata,East,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,42,0,0,Not Returned,0,42,22,150,0,In Stock,Dry Storage,365,2027-07-14,ITC Supply Chain,12.5,4.8,0,0
7112,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,48,30,2,Expired Product,1,20,15,100,0,In Stock,Frozen,365,2027-07-15,Amul Cooperative,11.2,4.0,4470,720
7113,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,220,55,4,Expired Product,5,169,37,250,0,In Stock,Frozen,180,2027-01-11,FreshFarm Distributors,6.0,4.1,11550,1760
7114,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,41,5,0,Not Returned,0,36,22,150,0,In Stock,Cold Storage,7,2026-07-22,Amul Cooperative,10.8,4.4,200,35
7115,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,14,3,0,Not Returned,0,11,22,150,0,Low Stock,Dry Storage,365,2027-07-15,Reliance Retail Wholesale,6.9,3.6,525,69
7116,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,122,30,1,Damaged Packaging,2,93,45,300,0,In Stock,Cold Storage,180,2027-01-11,National FMCG Supplies,16.0,4.4,8250,900
7117,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,14,12,0,Not Returned,0,2,15,100,80,Low Stock,Dry Storage,730,2028-07-14,Amul Cooperative,13.5,4.5,1620,276
7118,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,51,22,2,Wrong Item Delivered,0,31,15,100,0,In Stock,Dry Storage,270,2027-04-11,Local Vendor Network,11.9,4.6,308,66
7119,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,133,63,5,Wrong Item Delivered,2,75,30,200,0,In Stock,Dry Storage,365,2027-07-15,Local Vendor Network,10.6,4.9,15120,2205
7120,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,74,45,2,Expired Product,2,31,22,150,0,In Stock,Dry Storage,730,2028-07-14,ITC Supply Chain,13.5,3.6,4275,765
7121,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,43,4,0,Not Returned,1,39,15,100,0,In Stock,Dry Storage,150,2026-12-12,Amul Cooperative,12.5,4.7,80,16
7122,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,105,77,2,Customer Changed Mind,1,30,22,150,0,In Stock,Dry Storage,180,2027-01-11,Amul Cooperative,8.0,4.4,8470,1386
7123,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,116,66,3,Expired Product,0,53,30,200,0,In Stock,Dry Storage,365,2027-07-15,Local Vendor Network,8.4,4.6,10890,1122
7124,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,57,36,1,Quality Issue,1,22,15,100,0,In Stock,Dry Storage,270,2027-04-11,Reliance Retail Wholesale,8.5,3.6,1440,288
7125,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,233,11,0,Not Returned,2,222,45,300,0,In Stock,Dry Storage,210,2027-02-10,Reliance Retail Wholesale,12.4,4.8,275,66
7126,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,89,50,0,Not Returned,1,39,30,200,0,In Stock,Dry Storage,120,2026-11-12,ITC Supply Chain,13.3,4.3,14450,1700
7127,2026-07-15,Wednesday,WH001,Pune Hinjewadi Dark Store,Pune,West,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,221,31,2,Not Returned,2,192,45,300,0,In Stock,Cold Storage,5,2026-07-20,Reliance Retail Wholesale,9.1,4.5,1922,248
7128,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,107,21,0,Not Returned,0,86,37,250,0,In Stock,Frozen,180,2027-01-11,Reliance Retail Wholesale,11.2,3.6,4410,672
7129,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,205,68,6,Wrong Item Delivered,1,143,37,250,0,In Stock,Cold Storage,15,2026-07-30,Metro Cash Carry,10.1,3.7,2380,748
7130,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,134,46,2,Damaged Packaging,1,90,37,250,0,In Stock,Dry Storage,365,2027-07-15,HUL Direct Distribution,12.8,3.6,8050,1058
7131,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,234,24,1,Customer Changed Mind,2,211,45,300,0,In Stock,Cold Storage,7,2026-07-22,HUL Direct Distribution,11.9,4.4,960,168
7132,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,24,2,0,Not Returned,0,22,45,300,80,Low Stock,Dry Storage,730,2028-07-14,FreshFarm Distributors,14.0,4.9,270,46
7133,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,126,9,0,Not Returned,1,117,22,150,0,In Stock,Dry Storage,365,2027-07-15,FreshFarm Distributors,8.5,3.9,1485,153
7134,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,160,16,0,Not Returned,1,144,45,300,0,In Stock,Dry Storage,4,2026-07-19,FreshFarm Distributors,16.7,4.0,720,144
7135,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,138,58,4,Expired Product,1,84,22,150,0,In Stock,Dry Storage,730,2028-07-14,National FMCG Supplies,9.2,3.7,5510,986
7136,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,31,23,2,Not Returned,0,10,22,150,0,Low Stock,Dry Storage,120,2026-11-12,FreshFarm Distributors,6.9,5.0,6647,782
7137,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,90,48,1,Expired Product,2,43,30,200,0,In Stock,Dry Storage,180,2027-01-11,Amul Cooperative,10.2,3.5,5280,864
7138,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,106,23,1,Expired Product,0,84,30,200,0,In Stock,Dry Storage,730,2028-07-14,FreshFarm Distributors,10.6,4.2,1265,230
7139,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,50,21,2,Customer Changed Mind,0,31,15,100,0,In Stock,Dry Storage,270,2027-04-11,ITC Supply Chain,13.6,4.2,840,168
7140,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,60,38,3,Expired Product,0,25,22,150,0,In Stock,Cold Storage,5,2026-07-20,Local Vendor Network,9.6,4.1,2356,304
7141,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,66,19,0,Not Returned,2,47,15,100,0,In Stock,Dry Storage,1095,2029-07-14,Amul Cooperative,14.7,4.1,11381,1691
7142,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,33,24,1,Expired Product,1,10,22,150,0,Low Stock,Cold Storage,180,2027-01-11,Reliance Retail Wholesale,9.9,3.8,6600,720
7143,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,46,17,0,Not Returned,0,29,45,300,0,Low Stock,Dry Storage,240,2027-03-12,Reliance Retail Wholesale,9.4,4.0,850,153
7144,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,82,63,8,Wrong Item Delivered,0,27,15,100,0,In Stock,Frozen,365,2027-07-15,Local Vendor Network,14.7,3.9,9387,1512
7145,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,269,36,2,Damaged Packaging,4,235,45,300,0,In Stock,Cold Storage,6,2026-07-21,Amul Cooperative,11.5,3.6,1980,612
7146,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,15,4,0,Not Returned,0,11,22,150,0,Low Stock,Cold Storage,10,2026-07-25,Amul Cooperative,9.1,4.0,160,56
7147,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,88,6,0,Not Returned,2,82,22,150,0,In Stock,Dry Storage,365,2027-07-15,HUL Direct Distribution,11.9,4.5,1440,210
7148,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,94,1,0,Not Returned,0,93,30,200,0,In Stock,Dry Storage,730,2028-07-14,Reliance Retail Wholesale,11.5,4.9,28,6
7149,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,47,32,2,Damaged Packaging,2,17,22,150,80,Low Stock,Dry Storage,270,2027-04-11,HUL Direct Distribution,9.6,4.0,448,96
7150,2026-07-15,Wednesday,WH002,Pune Wakad Dark Store,Pune,West,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,17,8,0,Not Returned,0,9,15,100,0,Low Stock,Dry Storage,210,2027-02-10,FreshFarm Distributors,8.6,4.2,200,48
7151,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,125,55,3,Wrong Item Delivered,1,73,22,150,0,In Stock,Dry Storage,270,2027-04-11,Local Vendor Network,11.7,4.2,2200,440
7152,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,112,50,2,Damaged Packaging,1,64,30,200,0,In Stock,Dry Storage,4,2026-07-19,HUL Direct Distribution,9.6,4.8,2250,450
7153,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,113,45,2,Customer Changed Mind,3,70,22,150,0,In Stock,Cold Storage,5,2026-07-20,Reliance Retail Wholesale,6.0,4.0,2790,360
7154,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,82,39,1,Quality Issue,1,44,30,200,0,In Stock,Cold Storage,10,2026-07-25,National FMCG Supplies,11.3,4.5,1560,546
7155,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,119,12,0,Not Returned,1,107,30,200,0,In Stock,Frozen,180,2027-01-11,Metro Cash Carry,13.1,4.2,2520,384
7156,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,104,54,6,Damaged Packaging,1,56,37,250,0,In Stock,Dry Storage,730,2028-07-14,Local Vendor Network,14.3,3.7,5130,918
7157,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,148,27,2,Quality Issue,0,123,22,150,0,In Stock,Dry Storage,730,2028-07-14,Metro Cash Carry,8.5,3.5,1485,270
7158,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,136,22,0,Not Returned,1,114,45,300,0,In Stock,Dry Storage,730,2028-07-14,HUL Direct Distribution,12.7,3.7,616,132
